nom,dci,laboratoire,amm,is_available,classe,sous_classe,forme,gp_status,veic,tableau,nb_fabricants_dci,hhi_dci,nb_amm_dci,nb_presentations_dci,nb_dci_sous_classe,anciennete_amm,duree_conservation_mois,indications_len,nb_indications,est_generique,est_biosimilaire,est_injectable,est_chronique,indications,dosage,presentation,date_amm
COARAVEN,IRBESARTAN+HYDROCHLOROTHIAZIDE,PHILADELPHIA PHARMA,93530410,1,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,Comprimé pelliculé,Générique,Essentiel,A,9,0.12,45,2,37,11.6,24.0,223,1,1,0,0,1,Traitement de l'hypertension artérielle essentielle. Cette association à dose fixe est indiquée chez les patients dont la pression artérielle est insuffisamment contrôlée par l'irbesartan seul ou l'hydrochlorothiazide seul.,300 mg/25 mg,B/90,2014-08-12
COCCULINE,COCCULUS+NUX VOMICA+TABACUM,BOIRON,6873621,1,DIVERS,TOUS LES AUTRES PRODUITS THERAPEUTIQUES,Comprimé orodispersible,Princeps,Confort,O,1,1.0,1,1,26,15.6,36.0,130,3,0,0,0,0,Médicament homéopathique traditionnellement utilisé: - dans la nausées et les vomissements sans fièvre - ou le mal des transports.,,B/40,2010-08-05
CODENFAN,CODEINE,BOUCHARA-RECORDATI,5225013,0,SYSTEME RESPIRATOIRE,MEDICAMENTS DE LA TOUX ET DU RHUME,Sirop,Princeps,Essentiel,C,2,0.5555555555555556,3,2,31,22.6,36.0,147,1,0,0,0,1,"Douleurs d'intensité modérée à intense ne répondant pas à l'utilisation d'antalgiques périphériques utilisés seuls, chez l'enfant à partir de 1 an.",1MG/ML,FL/200 ML,2003-08-08
COLCHICINA LIRCA,COLCHICINE,ACARPIA Farmaceutici S.r.l.,22143011,0,MUSCLE ET SQUELETTE,ANTIGOUTTEUX,Comprimé,Princeps,,A,2,0.5,2,2,2,2.6,60.0,165,1,0,0,0,0,Attaque aigue d'arthrite goutteuse. Traitement prophylactique de l'arthrite goutteuse récurrente. Traitement de la péricardite aigue et de la péricardite récurrente.,1 mg,B/60,2023-08-08
COLCHICINE OPOCALCIUM,COLCHICINE,MAYOLY SPINDLER,5913061,1,MUSCLE ET SQUELETTE,ANTIGOUTTEUX,Comprimé sécable,Princeps,Essentiel,A,2,0.5,2,2,2,2.6,48.0,250,9,0,0,0,0,- Accès aigu de goutte; - Prophylaxie des accès aigus de goutte chez le goutteux chronique notamment lors de l'instauration du traitement hypo-uricémiant; - Autres accès aigus microcristallins: chondrocalcinose et rhumatisme à hydroxyapatite; - Malad,1 mg,B/20,2023-07-28
COLIMYCINE,COLISTINE,SANOFI-AVENTIS FRANCE,6210013,1,APPAREIL DIGESTIF ET METABOLISME,"ANTIDIARRHEIQUES, ANTI-INFLAMMATOIRES INTESTINAUX/AGENTS ANTI-INFECTIEUX",Pdre p.prep.injectable,Générique,Essentiel,A,1,1.0,1,1,22,23.7,36.0,249,3,1,0,1,1,"Colimycine est indiquée chez les adultes et les enfants dont les nouveau-nés,  dans le traitement des infections sévères dues à des bactéries aérobies à Gram- sensibles chez des patients pour qui les options thérapeutiques sont limitées. Il convient",1000 000 UI,B/50 flacons sans solvant,2002-07-06
COLLARGOL,ARGENT COLLARGOL+ARGENT COLLOIDAL,SIPHAT,9000112,1,MEDICAMENTS DERMATOLOGIQUES,ANTISEPTIQUES ET DESINFECTANTS,Pommade  dermique,Générique,Intermédiaire,O,1,1.0,1,1,14,31.5,60.0,104,1,1,0,0,0,Traitement d'appoint des affections de la peau primitivement bactériennes suseptibles de se surinfecter.,5%,T/10 GR,1994-08-27
COLLUXID,CHLORHEXIDINE,OPALIA PHARMA,9023081,1,APPAREIL DIGESTIF ET METABOLISME,PREPARATIONS STOMATOLOGIQUES,Solute buccal,Générique,Confort,O,5,0.25925925925925924,9,8,12,34.1,24.0,120,1,1,0,0,1,Traitement d'appoint des infections de la cavité orale. Hygiène buccale Rafraichissement de l'haleine Hygiène des dents.,0.1%,FL/120 ML,1992-01-09
COLLYRE BLEU LAITER,METHYLTHIONINIUM+NAPHAZOLINE NITRATE,BIOCODEX,5193061,1,ORGANES SENSORIELS,MEDICAMENTS OPHTALMOLOGIQUES,Collyre,Princeps,Intermédiaire,C,1,1.0,1,1,78,12.3,36.0,44,1,0,0,0,0,Irritations conjonctivales non infectieuses.,,FL/10 ml,2013-11-15
COLOCALM,PHLOROGLUCINOL,SAIPH,9164101,1,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENTS UTILISES EN CAS DE PROBLEMES FONCTIONNELS GASTRO-INTESTINAUX,Comprimé orodispersible,Générique,Intermédiaire,O,14,0.08163265306122448,28,5,15,7.4,24.0,250,4,1,0,0,1,- Traitement symptomatique des douleurs liées aux troubles fonctionnels du tube digestif et des voies biliaires. - Traitement des manifestations spasmodiques et douloureuses aiguës des voies urinaires: coliques néphrétiques. - Traitement symptomatiqu,80 mg,B/20,2018-10-11
COLOCALM,PHLOROGLUCINOL,SAIPH,9164102,1,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENTS UTILISES EN CAS DE PROBLEMES FONCTIONNELS GASTRO-INTESTINAUX,Comprimé orodispersible,Générique,Intermédiaire,O,14,0.08163265306122448,28,5,15,6.0,24.0,250,4,1,0,0,1,- Traitement symptomatique des douleurs liées aux troubles fonctionnels du tube digestif et des voies biliaires. - Traitement des manifestations spasmodiques et douloureuses aiguës des voies urinaires: coliques néphrétiques. - Traitement symptomatiqu,160 mg,B/15,2020-02-19
COLOCALM INJECT,PHLOROGLUCINOL+TRIMETHYLPHLOROGLUCINOL,STERIPHARM,9443161,0,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENTS UTILISES EN CAS DE PROBLEMES FONCTIONNELS GASTRO-INTESTINAUX,Solution injectable,Générique,Intermédiaire,A,2,0.5,2,2,15,2.9,24.0,250,1,1,0,1,1,Traitement symptomatique des douleurs liées aux troubles fonctionnels du tube digestif et des voies biliaires. Traitement des manifestations spasmodiques et douloureuses aiguës des voies urinaires : coliques néphrétiques. Traitement symptomatique des,40 mg/ 0.04 mg,B/6 amp/4ml,2023-04-11
COLOPRIV GÉ,MEBEVERINE,EXPANSCIENCE,6133041,0,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENTS UTILISES EN CAS DE PROBLEMES FONCTIONNELS GASTRO-INTESTINAUX,Gélule,Princeps,Intermédiaire,C,2,0.5,2,2,15,18.6,36.0,138,1,0,0,0,1,TRAITEMENT SYMPTOMATIQUE DES DOULEURS  ET DE L'INCONFORT INTESTINAL LIES AUX TROUBLES FONCTIONNELS DU TUBE DIGESTIF ET DES VOIES BILIARES.,200 mg,B/30,2007-07-21
COLOSPASMYL,TRIMEBUTINE,ADWYA,9043981,1,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENTS UTILISES EN CAS DE PROBLEMES FONCTIONNELS GASTRO-INTESTINAUX,Comprimé sécable,Générique,Intermédiaire,C,5,0.2387543252595156,17,10,15,16.5,24.0,135,1,1,0,0,1,"Traitement symptomatique des douleurs, des troubles du transit et de l'inconfort intestinal liés aux troubles fonctionnels intestinaux.",200 mg,B/15,2009-08-26
COLOSPASMYL,TRIMEBUTINE,ADWYA,9043983,1,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENTS UTILISES EN CAS DE PROBLEMES FONCTIONNELS GASTRO-INTESTINAUX,Granulés pour suspension buvable,Générique,Intermédiaire,C,5,0.2387543252595156,17,10,15,15.5,24.0,135,1,1,0,0,1,"Traitement symptomatique des douleurs, des troubles du transit et de l'inconfort intestinal liés aux troubles fonctionnels intestinaux.",74.4 mg,B/30 sachets,2010-09-09
COLOSPASMYL,TRIMEBUTINE,ADWYA,9043651,1,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENTS UTILISES EN CAS DE PROBLEMES FONCTIONNELS GASTRO-INTESTINAUX,Comprimé,Générique,Intermédiaire,C,5,0.2387543252595156,17,10,15,22.5,36.0,135,1,1,0,0,1,"Traitement symptomatique des douleurs, des troubles du transit et de l'inconfort intestinal liés aux troubles fonctionnels intestinaux.",100 MG,B/30,2003-08-21
COLOSPASMYL,TRIMEBUTINE,ADWYA,9043982,1,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENTS UTILISES EN CAS DE PROBLEMES FONCTIONNELS GASTRO-INTESTINAUX,Granulés pour suspension buvable,Générique,Intermédiaire,C,5,0.2387543252595156,17,10,15,16.2,24.0,226,1,1,0,0,1,"Traitement symptomatique : *des douleurs liées aux troubles fonctionnels du tube digestif et des voies biliaires , *des douleurs, des troubles du transit et de l'inconfort intestinal liés aux troubles fonctionnels intestinaux.",0.787 g%,FL/250 ml,2009-12-10
COLPRONE 5,MEDROGESTONE,NEURAXPHARM FRANCE,2923031,1,SYSTEME GENITO URINAIRE ET HORMONES SEXUELLES,HORMONES SEXUELLES ET MODULATEURS DU SYSTEME GENITAL,Comprimé,Princeps,Essentiel,A,1,1.0,1,1,32,18.6,36.0,249,8,0,0,0,0,"- Troubles liés à une insuffisance en progestérone et notamment ceux observés en période préménopausique (irrégularités menstruelles, syndrome prémenstruel, mastodynie....); - Hémorragies fonctionnelles et ménorragies des fibromes; - Endométriose; -",5 MG,B/20,2007-07-18
COLTRAMYL,THIOCOLCHICOSIDE,SANOFI AVENTIS PHARMA TUNISIE,ST9263371,1,MUSCLE ET SQUELETTE,MYORELAXANTS,Comprimé sécable,Princeps,Intermédiaire,A,6,0.18000000000000005,10,6,10,4.5,36.0,150,1,0,0,0,0,Traitement d'appoint des contractures musculaires douloureuses en pathologie rachidienne aigue chez les adultes et les adolescents à partir de 16 ans.,4 mg,B/12,2021-08-30
COLTRAMYL,THIOCOLCHICOSIDE,WINTHROP PHARMA TUNISIE,9103021,1,MUSCLE ET SQUELETTE,MYORELAXANTS,Comprimé sécable,Princeps,Intermédiaire,A,6,0.18000000000000005,10,6,10,32.2,60.0,150,1,0,0,0,0,Traitement d'appoint des contractures musculaires douloureuses en pathologie rachidienne aigue chez les adultes et les adolescents à partir de 16 ans.,4 MG,B/12,1993-12-10
COMBICILLIN 3:2,BIPENICILLINE,BALKANPHARMA-RAZGRAD AD,4663041,0,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),Pdre p.prep.injectable,Générique,Essentiel,A,1,1.0,1,1,63,24.1,36.0,209,7,1,0,1,0,1/ INFECTIONS DUES AUX GERMES SENSIBLES NOTAMMENT DANS LEURS MANIFESTATIONS: - RESPIRATOIRES - O.R.L ET STOMATOLOGIQUES - CUTANEES - RENALES ET URO-GENITALES - GYNECOLOGIQUES 2/ PROPHYLAXIE DES RECHUTES DE RAA,1 MUI,B/10 sans solvant,2002-01-23
COMBICOL,TARTRATE DE BRIMONIDINE+TIMOLOL,UNIMED,9094091,0,ORGANES SENSORIELS,MEDICAMENTS OPHTALMOLOGIQUES,Solution ophtalmique,Générique,Essentiel,A,2,0.5,2,2,78,3.0,24.0,204,2,1,0,0,0,"réduction de la pression intraoculaire (PIO) chez les patients présentant un glaucome chronique à angle ouvert ou une hypertension oculaire, associé à une réponse insuffisante aux bêta-bloquants topiques.",0.6 MG/0.3 ML //1.5 MG/0.3 ML,B/30 unidoses /0.3 ml,2023-03-01
COMBIFOR,BUDESONIDE+FORMOTEROL,TERIAK,9254081,1,SYSTEME RESPIRATOIRE,MEDICAMENTS DES MALADIES RESPIRATOIRES OBSTRUCTIVE,Poudre pour inhalation buccale,Générique,Essentiel,A,3,0.346938775510204,7,5,25,7.6,24.0,250,1,1,0,0,1,"*Asthme : COMBIFOR est indiqué chez les adultes et adolescents âgés de 12 à 17 ans dans le traitement continu de l'asthme persistant, dans les situations où l'administration par voie inhalée d'un médicament associant un corticoïde et un bronchodilata",400 mcg/12 mcg,B/120 Gélules (60 gélules Aeronide+ 60 Gélules Aerofor),2018-07-31
COMBIFOR,BUDESONIDE+FORMOTEROL,TERIAK,9254082,1,SYSTEME RESPIRATOIRE,MEDICAMENTS DES MALADIES RESPIRATOIRES OBSTRUCTIVE,Poudre pour inhalation buccale,Générique,Essentiel,A,3,0.346938775510204,7,5,25,7.3,24.0,250,3,1,0,0,1,"1- Asthme: Combifor est indiqué en traitement continu de l'asthme persistant, dans les situations où l'administration par voie inhalée d'un médicament associant un corticoide et un bronchodilatateur bêta-2 agoniste de longue durée d'action est justif",200 mcg/12 mcg,B/120 Gélules (60 gélules Aeronide+ 60 Gélules Aerofor),2018-11-15
COMBIGAN,TARTRATE DE BRIMONIDINE+TIMOLOL,ALLERGAN Pharmaceuticals Ireland,3983031,1,ORGANES SENSORIELS,MEDICAMENTS OPHTALMOLOGIQUES,Collyre,Princeps,Essentiel,A,2,0.5,2,2,78,15.9,21.0,203,1,0,0,0,0,"Réduction de la pression intraoculaire (PIO) chez les patients présentant un glaucome chronique à angle ouvert ou une hypertension oculaire, associé à une réponse insuffisante aux bêtabloquants topiques.",,FL/5ML,2010-04-22
COMBIVIR,LAMIVUDINE+ZIDOVUDINE,ViiV Healthcare BV,23013031,0,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIVIRAUX (USAGE SYSTEMIQUE),Comprimé pelliculé sécable,Princeps,Essentiel,A,1,1.0,1,1,15,5.7,24.0,151,1,0,0,0,0,"Combivir est indiqué dans le cadre d'associations antirétrovirales, pour le traitement de l'infection par le virus de l'immunodéficience humaine (VIH).",150mg/300mg,B/60,2020-06-12
COMINARTY,5 Capped mRNA encoding full length SARS-COV-2 Spike protein,BioNtech Manufacturing GmbH,24893016EP,0,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,VACCINS,Suspension injectable,Princeps,Vital,O,1,1.0,9,5,27,3.5,12.0,250,2,0,0,1,0,COMINARTY est autorisé pour une utilisation dans le cadre d'une autorisation d'utilisation d'urgence pour l'immunisation active visant à prévenir la maladie à coronavirus 2019 (COVID-19) causée par le coronavirus 2 du syndrome respiratoire aigu sévèr,10 µg,B/10 doses de 0.2ml,2022-09-15
COMINARTY,5 Capped mRNA encoding full length SARS-COV-2 Spike protein,BioNtech Manufacturing GmbH,24893017EP,0,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,VACCINS,Suspension injectable,Princeps,Vital,O,1,1.0,9,5,27,3.5,12.0,250,2,0,0,1,0,COMINARTY est autorisé pour une utilisation dans le cadre d'une autorisation d'utilisation d'urgence pour l'immunisation active visant à prévenir la maladie à coronavirus 2019 (COVID-19) causée par le coronavirus 2 du syndrome respiratoire aigu sévèr,10 µg,B/195,2022-09-15
COMIRNATY,5 Capped mRNA encoding full length SARS-COV-2 Spike protein,BioNtech Manufacturing GmbH,24893012EP,0,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,VACCINS,Suspension injectable,Princeps,Vital,O,1,1.0,9,5,27,5.0,15.0,237,4,0,0,1,0,"COMIRNATY est indiqué pour l'immunisation active pour la prévention de la COVID-19 causée par le virus SARS-CoV-2, chez les personnes âgées de 12 ans et plus. L'utilisation de ce vaccin doit être conforme aux recommandations officielles.",30 µg,B/195 Flacons,2021-03-17
COMIRNATY (Tri/Sucrose),5 Capped mRNA encoding full length SARS-COV-2 Spike protein,BioNtech Manufacturing GmbH,24893018EP,0,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,VACCINS,Suspension injectable,Princeps,Vital,O,1,1.0,9,5,27,3.5,12.0,250,2,0,0,1,0,COMIRNATY  est autorisé pour une utilisation dans le cadre d'une autorisation d'utilisation d'urgence pour l'immunisation active visant à prévenir la maladie à coronavirus 2019 (COVID-19) causé par le coronavirus 2 du syndrome respiratoire aigu sévèr,30 µg   /0.3ml,B/195,2022-09-15
COMIRNATY OMICRON XBB.1.5,RAXTOZINAMERAN,BioNtech Manufacturing GmbH,24893023EP,0,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,VACCINS,Suspension injectable,Princeps,Vital,O,1,1.0,3,3,27,2.3,18.0,230,4,0,0,1,0,"Il est indiqué pour l'immunisation active pour la prévention de la COVID-19 causée par le virus SARS-CoV-2, chez les personnes âgées de 12 ans et plus. L'utilisation de ce vaccin doit être conforme aux recommandations officielles.",30 µg,B/10Flacons multidoses,2023-11-03
COMIRNATY OMICRON XBB.1.5,RAXTOZINAMERAN,BioNtech Manufacturing GmbH,24893021EP,0,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,VACCINS,Suspension injectable,Princeps,Vital,O,1,1.0,3,3,27,2.3,18.0,230,4,0,0,1,0,"Il est indiqué pour l'immunisation active pour la prévention de la COVID-19 causée par le virus SARS-CoV-2, chez les personnes âgées de 12 ans et plus. L'utilisation de ce vaccin doit être conforme aux recommandations officielles.",30 µg,B/195 Flacons multidoses,2023-11-03
COMIRNATY OMICRON XBB.1.5,RAXTOZINAMERAN,BioNtech Manufacturing GmbH,24893022EP,0,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,VACCINS,Suspension injectable,Princeps,Vital,O,1,1.0,3,3,27,2.3,18.0,230,4,0,0,1,0,"Il est indiqué pour l'immunisation active pour la prévention de la COVID-19 causée par le virus SARS-CoV-2, chez les personnes âgées de 12 ans et plus. L'utilisation de ce vaccin doit être conforme aux recommandations officielles.",30 µg,B/10 Flacons unidoses,2023-11-03
CONCOR AMLO,BISOPROLOL+AMLODIPINE,Merck kft Hungary,15423013,1,SYSTEME CARDIOVASCULAIRE,AGENTS ß-BLOQUANTS,Comprimé,Princeps,Essentiel,A,3,0.33884297520661155,11,1,14,9.5,36.0,250,1,0,0,0,1,l'utilisation des comprimés Concor Amlo est recommandée comme thérapie de substitution dans le traitement de l'hypertension artérielle des patients régulés de manière adéquate par une prise simultanée de plusieurs produits à des doses actives équival,10 mg/5 mg,B/30,2016-08-26
CONCOR AMLO,BISOPROLOL+AMLODIPINE,Merck kft Hungary,15423012,1,SYSTEME CARDIOVASCULAIRE,AGENTS ß-BLOQUANTS,Comprimé,Princeps,Essentiel,A,3,0.33884297520661155,11,1,14,9.5,36.0,250,1,0,0,0,1,l'utilisation des comprimés Concor Amlo est recommandée comme thérapie de substitution dans le traitement de l'hypertension artérielle des patients régulés de manière adéquate par une prise simultanée de plusieurs produits à des doses actives équival,5 mg/10 mg,B/30,2016-08-26
CONCOR AMLO,BISOPROLOL+AMLODIPINE,Merck kft Hungary,15423014,1,SYSTEME CARDIOVASCULAIRE,AGENTS ß-BLOQUANTS,Comprimé,Princeps,Essentiel,A,3,0.33884297520661155,11,1,14,9.5,36.0,250,1,0,0,0,1,l'utilisation des comprimés Concor Amlo est recommandée comme thérapie de substitution dans le traitement de l'hypertension artérielle des patients régulés de manière adéquate par une prise simultanée de plusieurs produits à des doses actives équival,10 mg/10 mg,B/30,2016-08-26
CONCOR AMLO,BISOPROLOL+AMLODIPINE,Merck kft Hungary,15423011,1,SYSTEME CARDIOVASCULAIRE,AGENTS ß-BLOQUANTS,Comprimé,Princeps,Essentiel,A,3,0.33884297520661155,11,1,14,9.5,36.0,250,1,0,0,0,1,l'utilisation des comprimés Concor Amlo est recommandée comme thérapie de substitution dans le traitement de l'hypertension artérielle des patients régulés de manière adéquate par une prise simultanée de plusieurs produits à des doses actives équival,5 mg/5 mg,B/30,2016-08-26
CONNETTIVINA,HYALURONATE DE SODIUM,FIDIA Farmaceutici SpA,7883024,1,MEDICAMENTS DERMATOLOGIQUES,PREPARATIONS POUR LE TRAITEMENT DES PLAIES ET DES ULCERATIONS,Compresse imprégnée stérile,Princeps,Confort,O,11,0.1655328798185941,21,18,4,15.6,36.0,152,4,0,0,0,0,Pansement imprégné destiné à favoriser la cicatrisation en milieu humide. - Ulcére de jambe d'origine veineuse - Maux perforants plantaires. - Escarres.,4 mg,B/10/10X20 cm,2010-07-26
CONNETTIVINA,HYALURONATE DE SODIUM,FIDIA Farmaceutici SpA,7883023,1,MEDICAMENTS DERMATOLOGIQUES,PREPARATIONS POUR LE TRAITEMENT DES PLAIES ET DES ULCERATIONS,Compresse imprégnée stérile,Princeps,Confort,O,11,0.1655328798185941,21,18,4,15.6,36.0,152,4,0,0,0,0,Pansement imprégné destiné à favoriser la cicatrisation en milieu humide. - Ulcére de jambe d'origine veineuse - Maux perforants plantaires. - Escarres.,2 mg,B/10 /10X10 cm,2010-07-26
CONNETTIVINA,HYALURONATE DE SODIUM,FIDIA Farmaceutici SpA,7883021,1,MEDICAMENTS DERMATOLOGIQUES,PREPARATIONS POUR LE TRAITEMENT DES PLAIES ET DES ULCERATIONS,Creme dermique,Princeps,Confort,O,11,0.1655328798185941,21,18,4,15.6,36.0,137,4,0,0,0,0,Crème destiné à favoriser la cicatrisation en milieu humide - Ulcère de jambe d'origine veineuse - Maux perforants plantaires - Escarres.,0.2%,T/15g,2010-07-26
CONNETTIVINA PLUS,HYALURONATE DE SODIUM+SULFADIAZINE D'ARGENT,FIDIA Farmaceutici SpA,7883022,1,MEDICAMENTS DERMATOLOGIQUES,ANTIBIOTIQUES ET CHIMIOTHERAPIE A USAGE DERMATOLOGIQUE,Creme dermique,Princeps,Confort,O,1,1.0,2,2,10,15.6,36.0,137,4,0,0,0,0,Crème destiné à favoriser la cicatrisation en milieu humide - Ulcère de jambe d'origine veineuse - Maux perforants plantaires - Escarres.,,T/25 gr,2010-07-26
CONNETTIVINA PLUS,HYALURONATE DE SODIUM+SULFADIAZINE D'ARGENT,FIDIA Farmaceutici SpA,7883025,1,MEDICAMENTS DERMATOLOGIQUES,ANTIBIOTIQUES ET CHIMIOTHERAPIE A USAGE DERMATOLOGIQUE,Compresse imprégnée stérile,Princeps,Confort,O,1,1.0,2,2,10,15.6,36.0,152,4,0,0,0,0,Pansement imprégné destiné à favoriser la cicatrisation en milieu humide. - Ulcére de jambe d'origine veineuse - Maux perforants plantaires. - Escarres.,,B/10/10cmx10cm,2010-07-26
CONTRATHION,PRALIDOXIME,SERB,7273011H,1,DIVERS,TOUS LES AUTRES PRODUITS THERAPEUTIQUES,Pdre p.prep.injectable,Princeps,Vital,A,1,1.0,1,1,26,34.1,36.0,77,1,0,0,1,0,Traitement des intoxications par les dérivés organophosphores (insecticides).,2%,B/10+Solvant de de 10ml,1992-02-04
CONVERTAL,CAPTOPRIL,PHARMAGHREB,9013671,1,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,Comprimé sécable,Générique,Essentiel,A,10,0.11777777777777777,30,8,37,19.2,36.0,250,6,1,0,0,1,"- Hypertension artérielle, - Insuffisance cardiaque congestive, - Infarctus du myocarde dans les 24 premières heures chez les patients en situation hémodynamiquement stable, - Post-infarctus du myocarde chez les patients avec dysfonction ventriculair",25 mg,B/30,2006-12-28
CONVERTAL,CAPTOPRIL,PHARMAGHREB,9013672,1,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,Comprimé sécable,Générique,Essentiel,A,10,0.11777777777777777,30,8,37,19.2,36.0,250,6,1,0,0,1,"- Hypertension artérielle, - Insuffisance cardiaque congestive, - Infarctus du myocarde dans les 24 premières heures chez les patients en situation hémodynamiquement stable, - Post-infarctus du myocarde chez les patients avec dysfonction ventriculair",50 mg,B/30,2006-12-28
COOLMETEC,OLMESARTAN MEDOXOMIL+HYDROCHLOROTHIAZIDE,DAIICHI SANKYO FRANCE S.A.S,12803044,1,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,Comprimé pelliculé,Princeps,Essentiel,A,2,0.5,8,1,37,12.1,60.0,223,1,0,0,0,1,"Traitement de l'hypertyension artérielle essentielle Coolmetec est une association fixe indiquée chez les patients adultes dont la pression artérielle, n'est pas suffisamment contrôlée par 40 mg d'olmésartan médoxomil seul.",40 mg/25mg,B/30,2014-01-08
COOLMETEC,OLMESARTAN MEDOXOMIL+HYDROCHLOROTHIAZIDE,DAIICHI SANKYO FRANCE S.A.S,12803043,1,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,Comprimé pelliculé,Princeps,Essentiel,A,2,0.5,8,1,37,12.1,60.0,223,1,0,0,0,1,"Traitement de l'hypertyension artérielle essentielle Coolmetec est une association fixe indiquée chez les patients adultes dont la pression artérielle, n'est pas suffisamment contrôlée par 40 mg d'olmésartan médoxomil seul.",40 mg/12.5 mg,B/30,2014-01-15
